Key,Index,Status,Title,Daily,Type,Giver,Introduction Dialogue,Resolution Dialogue,Requirements,Objectives,Rewards
MIN010,2010,In Game,Basics of Hex - Potions,No,MAIN,MINA,"MINA: “How can a husk like me brew potions while keeping up with my on-the-go lifestyle, you might ask?”
MINA: “Just use a Portable Burner to brew on the go. Everyone’s got one.”
MINA: “If you don’t, I’m selling them for a reasonable price.”
MINA: “Once you’ve acquired both a Spice Grinder and a Portable Burner, you’ll be ready to craft a variety of small magic.”
MINA: “One of the purest feats is to grow and learn, and so one of the simplest potions is a hex to boost skill growth.”
MINA: “Craft an XP Potion by combining Pine Pollen and a Plastic Bottle.”
MINA: “——— Mina.”","MINA: “Potions are some of the simplest magic, but they let your Kami accomplish great feats.”
MINA: “I’ve certainly had stingier and more ignorant students than you.”
MINA: “You’ve shown a promising enthusiasm. Keep it up.”
MINA: “——— Mina.”",Complete MIN009,Craft 1 XP Potion,4x Elders Loyalty
MIN011,2011,In Game,Hex Education,No,MAIN,MINA,"MINA: “Now that you’re equipped and accomplished, try something more delicate.”
MINA: “Grind the Daffodil that I had you collect earlier, then take a small quantity and brew it with care.”
MINA: “Delicate as it may be, this is still a simple task.”
MINA: “Be quick about it and get back to me.”
MINA: “——— Mina.”","MINA: “Hm. Good work.”
MINA: “I’m getting bored of this, so the lessons stop here.”
MINA: “You’re doing fine, it’s just time to practice on your own a while.”
MINA: “Don’t be a stranger.”
MINA: “I have plenty of favors to ask, and you’ve been of good service.”
MINA: “——— Mina.”","Complete MIN007,Complete MIN010",Craft 1 Bless Potion,2x Elders Loyalty
MIN012,2012,In Game,Eye of the White Snake,No,MAIN,MINA,"MINA: “Have I introduced you to my pet? His name is Ahi.“
MINA: “It’s the nickname of someone I knew long, long ago.”
MINA: “He’s a perfect sweetheart and very obedient, nothing like the original.”
MINA: “The old Ahi was quite the attention getter. Like with most things, I got bored and moved on.”
MINA: “He didn’t want to let go so easily. He put up quite a fight.”
MINA: “Deep inside the forest is a splayed oak, its innards ripe with a crystalline growth.”
MINA: “The color reminds me of his eyes. Get me a crystal from the trunk as a memento.”
MINA: “——— Mina.”","MINA: “Thank you for helping me reminisce.”
MINA: “You can pet Ahi if you’d like, he won’t bite unless I give the order.”
MINA: “And you’d better not tell anyone I’m old.”
MINA: “——— Mina.”",Complete MIN011,Give 1 Red Amber Crystal,6x Elders Loyalty
MIN013,2013,In Game,Memorial for the Forgotten,No,MAIN,MINA,"MINA: “Reminiscing about that lost friend has gotten me sentimental.”
MINA: “He’s not one of the dead interred in the graves here, of course.”
MINA: “Still, they deserve something.”
MINA: “There’s far too much trash to pick up, but you can lay down something beautiful for a change.”
MINA: “——— Mina.”","MINA: “Letting something new grow from the remains of the old is a fine enough thing, but an eyesore like this landfill?”
MINA: “Disrespectful.”
MINA: “It wasn’t always this way. I can tell.”
MINA: “These mountains of garbage and that eyesore of a building in the distance?”
MINA: “Someone had to cast them off before they ended up here.”
MINA: “——— Mina.”",Complete MIN012,"Move to the Trash-Strewn Graves,Give 15 Daffodil",4x Elders Loyalty
MIN014,2014,In Game,To Whom It May Concern,No,MAIN,MINA,"MINA: “It appears there’s more to this Menu being than I first thought.”
MINA: “She’s intimately tied to this place, a sort of genius loci.”
MINA: “That is, not a demon or spirit, but some form of protective entity that exists within the very essence of the location.”
MINA: “As much as I and my shop are connected, she is with the Kamigotchi World.”
MINA: “As soon as possible, I’ll send over an apology letter. 
MINA: “I just need you to help me find the necessary materials.”
MINA: “——— Mina.”","MINA: “Thank you.”
MINA: “She and I have been talking since you reached out on her behalf, but it’s good etiquette to put it in writing.”
MINA: “And yes, I think I can help.”
MINA: “——— Mina.”","Complete MIN013,Complete MSQ030","Give 2 Wooden Sticks,Give 125 Sanguineous Powder,Give 125 Resin Tincture",4x Elders Loyalty
MIN015,2015,In Game,A Matter of Import,No,MAIN,MINA,"MINA: “Menu tells me she wants something out of the machine by the lost skeleton.”
MINA: “I might be able to conjure a device that will help.”
MINA: “The power of electricity is rare, but not unknown to those from my time.”
MINA: “I’ll need 9999 MUSU to cover the import.”
MINA: “You’re getting a great deal. The lowest price I can possibly get.”
MINA: “P.S.”
MINA: “She’s told me that I don’t need to sign my messages.”
MINA: “Is that true? Are you able to discern who writes to you without a signature?”","MINA: “It is said that the pyramid can preserve foods, sharpen blades, improve sexual potency, and do all manner of other things.”
MINA: “Some of the most ancient ones were used to generate electrical power.”
MINA: “This is a miniaturized form, made with the same principles.”
MINA: “Cute, don’t you think?”
MINA: “It wasn’t built for this specific task, but it should work fine to power a little machine.”",Complete MIN014,Give 9999 $MUSU,"4x Elders Loyalty,1x Pyramid Engine (Soulbound)"
MIN016,2016,In Game,Misogi,No,MAIN,MINA,"MINA: “Before we decide the right course of action, I want you to try something.”
MINA: “Make your way to the Temple by the Waterfall and try to pass through the falling water.”
MINA: “I’m sure that you’ll fail, but do it. Report the outcome back to me.”","MINA: “Oh dear, you’re soaked.”
MINA: “You couldn’t get through? That was expected.”
MINA: “But you’re otherwise unharmed. That’s very promising.”
MINA: “I think I know what to do with you.”",Complete MSQ031,Go to the Temple by the Waterfall,4x Elders Loyalty
SQ001,3001,In Game,Rejecting Fate,No,SIDE,MENU,"MENU: “All Kamigotchi can succeed, from the Commons to the Epics.”
MENU: “When raising a Kami, take advantage of their strengths.”
MENU: “Build on the foundation of their initial stats. Choose skills that boost what your Kami is already best at before shoring up weaknesses.”
MENU: “But if you’re really not connecting with your Kami, you can try again if you want.”
MENU: “If you have $ONYX, you can use the Vending Machine in the scrapyard to Reroll a Kamigotchi.”
MENU: “After you purchase a Reroll Ticket, you can use it to return one Kami to the pool. In exchange, a new Kami will emerge to join you.”","MENU: “As you can see, if you want to try rerolling for specific Kami, the option is available.”
MENU: “It might be the case that you love robots and want a team of Scrap Kami.”
MENU: “Maybe you’re a dark, edgy person, so you want Kami that are inclined to maximum violence.”
MENU: “It could even be that you’re searching for one of the rumored Legendary Kami.”
MENU: “Good luck!”",Complete MSQ003,Reroll one Kamigotchi,2x Agency Reputation
SQ002,3002,In Game,Health & Safety,No,SIDE,MENU,"MENU: “When your Kami gets low on Health, return to the room where you left it, then use the Harvesting Menu to pick it up. “
MENU: “A Kami will slowly regenerate Health on its own while being held.”
MENU: “If you can’t wait, give your Kami a snack or use a Spell Card to restore health.”
MENU: “Kamigotchi don’t need food to live, but they can draw energy from food to bolster their spirit.”
MENU: “Use an item to heal a Kami and complete this quest. If you already used the Spell Card that I gave you, go buy some food or dig up a Cheeseburger.”","MENU: “While Kami don’t see Harvesting as labor, they still get tired and lose Health.”
MENU: “Kamigotchi hold their bodies together with spiritual energy. As they expend energy, it gets harder to maintain their form.”
MENU: “Low Health doesn’t mean a Kami is physically hurt, but it’s still a problem you should take care of.”",Complete MSQ004,Use an item to heal a Kamigotchi that has been reduced below 100% Health,"2x Agency Reputation,1x ""Neith’s River of Life"" Spell Card"
SQ003,3003,In Game,There Are Levels to This,No,SIDE,MENU,"MENU: “Unlike humans, Kamigotchi have the potential to grow and change by using xenoplasticity, or “XP” for short.”
MENU: “This means that they can assimilate many different things to form a new cohesive whole.”
MENU: “Take a look at your roster.
MENU: “If you open up an individual Kami’s profile, you’ll see a progress bar with a percentage indicator beneath the portrait.”
MENU: “When the Kami is ready to move to the next level and the bar fills up, it will read 100%.”
MENU: “Just level up a Kami and you’ll be done.”","MENU: “Here’s a little reward to help with the leveling.”
MENU: “Take note of your new skill point and hold onto it for the next quest.”",Complete MSQ005,Level up a Kami,"2x Agency Reputation,1x “Cultivation I” Spell Card"
SQ004,3004,In Game,Skill Issue,No,SIDE,MENU,"MENU: “When you spend Skill Points to tell Kami what to focus on, you shape their personalities and temperaments.”
MENU: “Think hard before you make a choice!”
MENU: “You’ll only be able to respec with specific items, and they’re difficult to acquire. This is a commitment.”
MENU: “Click on a Kami that has leveled up and gained a skill point recently, then look over the skill tree.”
MENU: “Remember, you can’t go wrong by improving what your Kami is already good at.”","MENU: Feel like you made the right choice?
MENU: “It can be difficult to accept, even if you know you made a good decision.”
MENU: “At least, that’s how I think.”",Complete SQ003,Spend a point in any Skill Tree after levelling up,2x Agency Reputation
SQ005,3005,In Game,Spring Rites,No,SIDE,MENU,"MENU: “I see one of your Kami got Liquidated.”
MENU: “That sucks!”
MENU: “Of course, that’s just a temporary condition.”
MENU: “In this world it’s usually possible to return to form no matter what happens.”
MENU: “The essence of something remains unless it’s been totally erased from existence.”","MENU: Take this and use it on a Kami that has been Liquidated.
MENU: “Just read the incantation printed on the front, and presto! This powerful spell card brings your Kami back to action. 
MENU: “It’s the only freebie I’m allowed to give you. You’ll have to work for more spell cards like this one.”
MENU: “Certain shopkeepers might sell different kinds of revival magic, but these cards are premium SSR.”",Have one of your own Kami liquidated,,"2x Agency Reputation,1x “Melkarth’s Heroic Awakening” Spell Card"
SQ006,3006,In Game,What’s In a Name?,No,SIDE,MENU,"MENU: “Southeast through the old forest you can find a small shrine by a mountain waterfall.”
MENU: “With the rare Holy Dust item, you can perform a ritual there to grant your Kami a name.”
MENU: “If you don’t have Holy Dust, a small donation of $ONYX to the shrine will suffice!”","MENU: “I think that fits.”
MENU: “It seems happy with the new name!”",Complete MSQ008,Name a Kami,2x Agency Reputation
SQ007,3007,In Game,Land Survey,No,SIDE,MENU,"MENU: “Your march helped find an interesting anomaly, but I’m positive something else is hidden around here.”
MENU: “I’ve checked and re-checked more times than you’d care to hear about.”
MENU: “Move 500 times. We’re bound to find something by the end.”","MENU: “This map just doesn’t feel right.”
MENU: “I’m only really sure about a third of it.”
MENU: “Something still doesn’t line up! It’s going to take a lot of legwork to figure this one out.”",Complete MSQ017,Move 500 times,"2x Agency Reputation,2x “Neith’s River of Life” Spell Card"
SQ008,3008,In Game,Peregrination,No,SIDE,MENU,"MENU: “They say measure twice, cut once, but that’s still taking an unnecessary risk.”
MENU: “Best to measure a thousand times for the most accurate data. Sometimes the numbers might have changed.”
MENU: “Please move 1000 times. Cover every inch of this world. I’ll scan as you go.”
MENU: “I have a nagging feeling that I’m missing something.”","MENU: “It seems like what you’re perceiving through my windows is only an abstraction of the actual Kamigotchi World.”
MENU: “So maybe I’m sensing some discrepancy between that and reality?”
MENU: “I guess that’s why I’m looking for things that don’t seem to be there.”
MENU: “I don’t really feel satisfied with this explanation.”",Complete SQ007,Move 1000 times,"4x Agency Reputation,3x “Neith’s River of Life” Spell Card"
SQ009,3009,In Game,Tips Help The Most Right Now,No,SIDE,MINA,"MINA: “I demand a tribute of $MUSU.”
MINA: “You should feel privileged to have this opportunity and expect nothing in return.”
","MINA: “Well done.”
MINA: “Have you considered paying me tribute on a more regular basis?”
MINA: “I can tell you find it satisfying.”",Complete MIN008,Give 5000 $MUSU,6x Elders Loyalty
SQ010,3010,In Game,Hex Education II,No,SIDE,MINA,"MINA: “I suppose I should persist through the boredom and finish your hexing lessons.”
MINA: “ou’re a fine student and have proved yourself reliable, so it shouldn’t take long to get this over with.”
MINA: “A slightly more complex recipe: The Grace Potion.”
MINA: “It allows a Kami to harvest for longer periods of time by boosting its ability to endure the strain.”
MINA: “The potion’s active ingredient is the exceedingly rare Black Poppy.”
MINA: “Of course, this flower is very potent. When crafting your hexes, I recommend that you use only a small amount.”","MINA: “Well done.”
MINA: “While this potion has a mild protective effect on spiritual beings, it acts as a dangerously addictive sedative to those of mundane origin.”
MINA: “Your Kami might beg for another sip, but they’re just fond of the flavor.”",Complete MIN013,Craft 1 Grace Potion,2x Elders Loyalty
SQ011,3011,In Game,Hex Education III,No,SIDE,MINA,"MINA: “A simple but powerful recipe, this potion is capable of undoing the mistakes you’ve no doubt made when raising your Kami.”
MINA: “The key ingredient is Mint.”
MINA: “While common elsewhere, it grows in only a few places in this world and rarely spreads.”
MINA: “Find one Mint and grind it up, you’ll need every single shred for one potion.”
MINA: “It’s an elusive reagent, so be patient while you’re on the hunt.”","MINA: “Properly taking your Kami’s traits and affinities into account will save you from headaches.”
MINA: ”Train a Kami well and everyone profits.”
MINA: ”Train a Kami poorly, and you’ll lose a great deal of time or money on the hunt for Mint.”
MINA: “The obsessive search for rare ingredients can drive one to madness.”
MINA: “You might handle it better than others.”",Complete SQ010,Craft 1 Respec Potion,2x Elders Loyalty
SQ012,3012,In Game,Customer Loyalty Program II,No,SIDE,MINA,"MINA: “On the wall in my shop hangs a board tracking my favorite customers.”
MINA: “That could be you one day at the top, among the angels.”
MINA: “You won’t get better prices anywhere else, you know.”","MINA: “An oblation from your wallet to my register.” 
MINA: “Thank you.”",Complete MIN007,Spend 15000 $MUSU at Mina's Shop,6x Elders Loyalty
SQ013,3013,In Game,Going Out For a Coffee,No,SIDE,MINA,"MINA: “I came across this beverage long ago when I met the peoples of Lake Shala.”
MINA: “I was quite taken by its taste, though I can’t recall when I last had it.”
MINA: “We don’t have access to the real ingredients here, but I believe materials are available to make an approximation.”
MINA: “Start by crafting a proper receptacle: Chisel a chunk of Stone with a Screwdriver to make an Empty Cup.”
MINA: “For the approximate materials, seek out a Sanguine Shroom for the color and body, and a Pine Cone for the dry finish and spicy floral aroma.”
MINA: “It may sound unpleasant, but wait until it’s been brewed before you judge.”","MINA: “You might think it possible to drink this potion from a plastic bottle or a glass jar, but it isn’t.”
MINA: “Only a proper stone cup will do.” 
MINA: “A spiced floral bouquet, and on the palate a touch of acid leading into a bitter finish…”
MINA: “You did well.”
MINA: “I’d nearly forgotten how pleasant an experience it is to share a drink with someone.”
MINA: “We’ll have to do this again sometime.”",Complete SQ012,Craft 1 Hostility Potion,4x Elders Loyalty
SQ014,3014,In Game,Teatime,No,SIDE,MINA,"MINA: “I just gave you a lesson to craft a useful potion with Mint, but could you put that aside for a moment?”
MINA: “With the mint on my mind, I’d like a cup of tea.”
MINA: “I deserve a break after all this work, you must agree.”","MINA: “Moments like this are important to me.”
MINA: “Relaxation, conversation, a small distraction from the eternal march of time.”
MINA: “Now back to business.”",Complete SQ010,Give 1 Mint,6x Elders Loyalty
SQ015,3015,In Game,The Wages of Sin,No,SIDE,MENU,"MENU: “I noticed some strange coins in your inventory.”
MENU: “The design is a little like an ancient Greek obol, but there’s something off about the metal. It’s too pure for the era.”
MENU: “And the way they catch the light and glitter despite being so dull, it’s not right.”
MENU: “Give me a handful. I’ll run a battery of tests.”","MENU: “Results inconclusive.”
MENU: “The metal is even more pure than I initially thought.”
MENU: “These coins are multiple times older than Greek civilization itself.”
MENU: “It’s like they just got dreamed into existence. I can’t make sense of it.”",Own at least 1 Obol,Give 5 Obols,"2x Agency Reputation,1x Booster Pack"
SQ016,3016,In Game,Go Suck An Egg,No,SIDE,MENU,"MENU: “I know there’s a window on me somewhere, a secret shop where you can use those Obols to buy something.”
MENU: “Don’t tell me it’s not real, I can feel it there.”
MENU: “They refuse to sell to me, so you’re going to have to shell out just this once.”
MENU: “I want you to buy what they’re selling and give it to Mina.”
MENU: “She’ll probably be able to tell us something about it.”","MINA: “They’re serpent eggs, hollowed out and filled with treasure.”
MENU: “She got really upset when I asked if she had anything to do with it.”
MINA: ”It’s distasteful to the extreme.”
MINA: “The fiends who craft these eggs should hope I never meet them.” ",Complete SQ015,"Move to Convenience Store,Give 1 Wonder Egg","2x Agency Reputation,2x Elders Loyalty,1x Booster Pack"
SQ017,3017,In Game,Rearview Mirror,No,SIDE,MENU,"MENU: “Wow, this place is very pretty.”
MENU: “It looks like such a fantastical world. Even the bricks are some odd purple stone.”
MENU: “And look at that huge sword!”
MINA: “Nothing I haven’t seen before.”
MINA: “And this is actually a rather small amount of gold.”
MENU: “Well, it’s new to me.”
MENU: “Operator, harvest here for a little bit. I want to feel how different it is for myself.”","MENU: “It reminds me of playing tabletop rpgs as a kid.”
MINA: “What’s that?”
MENU: “R-P-G. It stands for role-playing game. You pretend to be someone else and roll dice and stuff, collecting coins and leveling up.”
MENU: “It’s kind of fun.”
MINA: “Putting on other faces, tempting fate, amassing money and power?”
MINA: “It sounds too much like real life.”",In Room: Treasure Hoard,Harvest for >360 minutes at Treasure Hoard,4x Agency Reputation
SQ018,3018,In Game,One Man’s Trash,No,SIDE,MENU,"MENU: “The coins here are so plentiful, nobody’s going to mind if we take a few, right?”
MENU: “It’s not going to be some kind of curse, right? You’d tell me, right Mina?”
MINA: “It doesn’t look cursed.”
MINA: “But I might as well take a closer look.”
MINA: “If you get a bag together, show them to me. I can almost always tell you where a coin is from.”","MINA: “I used to know this ogress, believe it or not.”
MENU: “Ogress? Looks more like an elf to me.”
MINA: “She looks better on coinage. The profile hides her bad side.”
MINA: “These have been worthless for quite some time. The value crashed after the queen passed away.”
MINA: “Speculating on this coin lost me a chunk of wealth, but still, I’m glad that hag is dead.”
MENU: “They might be useless, but I think it’s fine if the Operator collects them.”
MENU: “I sort of like having them around. They’re neat. Maybe we’ll find a buyer later!”
MINA: “Ridiculous. They might as well be scrap metal.”",Complete SQ017,Scavenge 25 Otherworld Coins,"4x Agency Reputation,1x “Melkarth’s Heroic Awakening” Spell Card"
SQ019,3019,In Game,Happy Hunting Ground,No,SIDE,MINA,"MINA: “If you haven’t figured it out yet, this is another world entirely.”
MINA: “We’re far, far from the Kamigotchi World, warped through the reflection off of a mirrored blade.”
MINA: “The trophies on display commemorate the slaying of monsters you may have never seen before.”
MINA: “But don’t get fired up to explore.”
MINA: “We’re locked in a treasure room with sealed exits.”
MENU: “The world beyond might be sealed off, but we can take treasure back with us, right?”
MINA: “Oh, of course.”
MINA: “Scavenge some things while you’re here. You might find something interesting.” ","MENU: “The stuff here is so cool, but I’m starting to not like the vibes here.”
MENU: “It feels like we’re being watched.”
MINA: “We might be.”
MINA: “It’s nothing to get worked up over.”
MINA: “I would have felt a presence if there were anyone here of any importance.”
MINA: “If someone really is watching, it’s likely a worthless creature of no concern.”",In Room: Trophies of the Hunt,Make 3 Scavenging Rolls at Trophies of the Hunt,4x Elders Loyalty
SQ020,3020,In Game,Better to Light a Candle,No,SIDE,MINA,"MINA: “The magic here must seem quite old fashioned to you, Menu.”
MINA: “You say this resembles the medieval fantasy fiction of your day?”
MENU: “Yeah, the castles, the treasure, the monsters. It’s nostalgic.”
MINA: “In the long run, this is really all rather recent.”
MINA: “Significantly moreso than the culture hidden in the caves of the Kamigotchi World, believe it or not.”
MINA: “The magic of Annfwn was quite elegant.”
MINA: “To cast a curse upon another, one only needed some words carved on a tablet.”
MINA: “You can find a few curse tablets tossed in the corners here. Pick one up for me.”","MINA: “Incantation-based hexing is a classic style, really.”
MINA: “It wasn’t invented here, but you rarely see it expressed in such a straightforward form.”
MINA: “It’s trendy to bolster your incantations with gestures, by preparing a ceremonial space, that sort of thing.”
MINA: “In my opinion, that’s all just showmanship.”
MINA: “The curse is what matters, and this is a pure expression.”
MENU: “Maybe one day you can teach us how to make them.”
MENU: “We just need a screwdriver as a chisel, right?”
MINA: “I’ll think about it.”",Complete SQ019,Give 1 Curse Tablet,"4x Elders Loyalty,5x Booster Pack"
SQ021,3021,In Game,Castle in the Air,No,SIDE,ROB,"???: “Don’t bother to say hello.”
???: “I’ve only been waitin’ a thousand years to talk to somebody civilized. I don’t mind.”
???: “And there’s nothin’ interesting out that window.”
???: “Ya might think so, but you’ll never get it open. The other side? Might as well not even exist.”
???: “Might as well be a painting.”
???: “Anyway, c’mon back and say hi. I’ll bribe ya if I have to.”","???: “I’m good on my word, as you can see. Now, d’you take cards? Heh heh.”
???: “You can call me Rob.”
ROB: “And you? Let’s have a look at ya.”
ROB: “Sheesh, you’re a real sight. But I shouldn’t throw stones in glass houses.”
ROB: “Nice to meet ya. Really. Don’t be a stranger.”",In Room: Scenic View,Move to Trophies of the Hunt,2x Booster Pack
SQ022,3022,To Update,Sweet Deal,No,SIDE,ROB,"ROB: “I’m starvin’ over here. You know that?”
ROB: “Got a nice view and all, but they stopped with the lunches a long time back.”
ROB: “Even when we got food, it was just a little barley and milk.”
ROB: “Nothin’ for the sweet tooth at all. That’d be spoiling me.”
ROB: “You got anything sweet to share? Give it here.”
ROB: “I’ll make it a worthwhile exchange.”","ROB: “How do I get these cards to give you? Well, that’s how it works, ain’t it? You do something nice for me, I give you a reward.”
ROB: “What brought you here, anyway? Ya don’t look familiar.”
ROB: “Must have been a long trip.”
ROB: “I’m a traveler at heart too, y’see. But this treasure chamber? It’s stuffy. Boxed up tight.”
ROB: “You seemed to get in just fine, though. I might’ve even seen ya leave again.”
ROB: “How’s about I follow you out?”
ROB: “Heh heh. Just kidding. I’m fettered tight to this stone for now.”
ROB: “Still hungry, too. Got any meat?”",Complete SQ021,Give 3 Rock Candyfloss,"3x ""Melkarth's Heroic Awakening"" Spell Card"
SQ998,3998,In Game,Hidden GEM,No,SIDE,MENU,"MENU: “Whoa! Stop right there!”
MENU: “That machine in your inventory, it’s spinning up!”
MENU: “I think it’s responding to an energy field in these caves!”
MINA: “That piece of junk actually does something?”
MENU: “I guess! It’s pulling us toward another room like a magnet. Go on, Operator, follow it!”","MENU: “The Aetheric Sextant is buzzing. It really wants to plug into that machine!”
MINA: “A strange device. It seems to have a spirit of its own.”
MINA: “Will you indulge it?”
MENU: “What’s it going to do?”
MENU: “Is it even safe?”
MINA: “I think that’s something the Operator should determine.”","Own the Aetheric Sextant,In Room: Slippery Pit",In Room: Hatch to Nowhere,"2x Agency Reputation,2x Elders Loyalty"
SQ999,10002,In Game,Claim Your Free Gift!,No,,,"I was really going through it on the 21st. It had me feeling bad enough that it must have affected you too. Here, take this. ","I’m back to 100 percent and processing faster than ever. I hope that gift helped you get back on your feet again. ","Before 25/10/25 0 GMT,At least 1 Kami liquidated",,"5x Booster Pack,3x ""Melkarth's Heroic Awakening"" Spell Card"
SQ997,10003,In Game,Condolences on your Recent Liquidations,No,SIDE,MENU,"MENU: “I was not having a good time this weekend, and it seems like you weren’t either.”
MENU: “Take these, they should help you get back on your feet.”","MENU: “I’m back to 100 percent and processing faster than ever. I hope that gift helped you get back on your feet too. ",At least 1 Kami liquidated,,"5x ""Melkarth's heroic awakening"" spell card"
test-0,1000000,Test,Daily Test Quest,Yes,,,Beg for your MUSU.,,,,"10000x MUSU (Test),2x Agency Reputation"
test-1,1000001,Test,Crafting Materials,No,,,Let there be Craft,,,Move 3 Times,"100x Stone,100x Stick,50x Plastic Bottle,10x Glass Jar,100x Pine Cones,100x Burgers"
test-2,1000002,Test,Lottery Loving,No,,,Stop being Kamiless,,,,20x Gacha Tickets (Test)
test-3,1000003,Test,Crafting Materials II,No,,,More crafting materials,,Complete test-1,Give 5 Wooden Sticks,"100x Chalkberry,100x Shroom,100x Resin,100x Holy Dust,100x Scrap Metals"
test-4,1000004,Test,Crafting Toolkit,No,,,You need equipment to make new items.,,Complete test-1,,"1x Screwdriver,1x Grinder,1x Burner"
